Protein Name,Protein ChEMBL ID,Molecule ChEMBL ID,Standard Type,Standard Value,Standard Units,SMILES
Histidinol dehydrogenase,CHEMBL5431,CHEMBL477467,IC50,6.0,nM,COc1ccc(CC(=O)[C@@H](N)Cc2c[nH]cn2)cc1.Cl.Cl
Histidinol dehydrogenase,CHEMBL5431,CHEMBL478080,IC50,6.0,nM,Cc1ccc(CC(=O)[C@@H](N)Cc2c[nH]cn2)cc1.Cl.Cl
Histidinol dehydrogenase,CHEMBL5431,CHEMBL483668,IC50,6.0,nM,Cl.Cl.N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc(-c2ccccc2)cc1
Histidinol dehydrogenase,CHEMBL5431,CHEMBL483667,IC50,6.0,nM,Cl.Cl.N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc(Br)cc1
Histidinol dehydrogenase,CHEMBL5431,CHEMBL519986,IC50,6.0,nM,Cl.Cl.N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc(Cl)cc1
Histidinol dehydrogenase,CHEMBL5431,CHEMBL483666,IC50,6.0,nM,Cl.Cl.N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc(F)cc1
Histidinol dehydrogenase,CHEMBL5431,CHEMBL500316,IC50,6.0,nM,Cl.Cl.N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccccc1
D-amino-acid oxidase,CHEMBL5485,CHEMBL467661,IC50,3.0,nM,O=c1[nH]c2ncc(F)c(Cl)c2cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL467660,IC50,5.0,nM,O=c1[nH]c2ccc(F)c(Cl)c2cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL495187,IC50,4.0,nM,O=c1[nH]c2cccc(Cl)c2cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL494235,IC50,3.0,nM,O=c1[nH]c2c(F)cccc2cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL146227,IC50,4.0,nM,O=c1[nH]c2ccccc2cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338797,IC50,6.0,nM,O=c1[nH]nc(CCc2cccc(F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338795,IC50,4.4,nM,O=c1[nH]nc(CCc2ccccc2F)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338794,IC50,5.1,nM,O=c1cc(COc2ccccc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338786,IC50,2.4,nM,O=c1[nH]nc(CCc2ccccc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338803,IC50,1.5,nM,O=c1[nH]nc(CCc2cc(F)cc(F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338802,IC50,2.9,nM,COc1ccc(CCc2cc(O)c(=O)[nH]n2)cc1
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338800,IC50,3.1,nM,O=c1[nH]nc(CCc2ccc(F)cc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338799,IC50,2.1,nM,COc1cccc(CCc2cc(O)c(=O)[nH]n2)c1
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338798,IC50,2.4,nM,O=c1[nH]nc(CCc2cccc(C(F)(F)F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338797,IC50,1.4,nM,O=c1[nH]nc(CCc2cccc(F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338795,IC50,2.0,nM,O=c1[nH]nc(CCc2ccccc2F)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338794,IC50,2.2,nM,O=c1cc(COc2ccccc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338790,IC50,2.7,nM,O=c1[nH]nc(CCc2ccc(Cl)cc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338789,IC50,4.7,nM,O=c1cc(CCC2CCCCC2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338787,IC50,4.9,nM,CC(c1ccccc1)c1cc(O)c(=O)[nH]n1
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338786,IC50,3.8,nM,O=c1[nH]nc(CCc2ccccc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338785,IC50,3.9,nM,O=c1[nH]cc(CCc2ccccc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL507614,IC50,1.4,nM,O=C(O)c1cc2sccc2[nH]1
D-amino-acid oxidase,CHEMBL5485,CHEMBL507614,IC50,5.37,nM,O=C(O)c1cc2sccc2[nH]1
D-amino-acid oxidase,CHEMBL5485,CHEMBL507614,IC50,5.37,nM,O=C(O)c1cc2sccc2[nH]1
D-amino-acid oxidase,CHEMBL5485,CHEMBL2375520,IC50,3.09,nM,Oc1noc2cc(Cl)c(Cl)cc12
D-amino-acid oxidase,CHEMBL5485,CHEMBL3900453,IC50,3.8,nM,O=c1cc(/C=C/c2ccccc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3914284,IC50,3.5,nM,O=c1cc(COc2ccccc2F)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338785,IC50,3.9,nM,O=c1[nH]cc(CCc2ccccc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3964892,IC50,2.9,nM,O=c1[nH]nc(CCc2ccc(CO)cc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3904227,IC50,1.2,nM,O=c1[nH]nc(CCc2ccc(-c3ccccc3)cc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3965781,IC50,2.1,nM,O=c1[nH]nc(CCc2cccc(CO)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338798,IC50,2.4,nM,O=c1[nH]nc(CCc2cccc(C(F)(F)F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338797,IC50,1.4,nM,O=c1[nH]nc(CCc2cccc(F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3985690,IC50,2.5,nM,Cc1cccc(CCc2cc(O)c(=O)[nH]n2)c1
D-amino-acid oxidase,CHEMBL5485,CHEMBL3925924,IC50,2.2,nM,O=c1[nH]nc(CCc2ccc(F)cc2F)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3948236,IC50,3.3,nM,Cc1ccccc1CCc1cc(O)c(=O)[nH]n1
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338803,IC50,1.5,nM,O=c1[nH]nc(CCc2cc(F)cc(F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338795,IC50,2.0,nM,O=c1[nH]nc(CCc2ccccc2F)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338789,IC50,4.7,nM,O=c1cc(CCC2CCCCC2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3889972,IC50,5.2,nM,O=c1cc(CSc2ccc(CO)cc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338787,IC50,4.9,nM,CC(c1ccccc1)c1cc(O)c(=O)[nH]n1
D-amino-acid oxidase,CHEMBL5485,CHEMBL3913880,IC50,2.5,nM,O=c1[nH]nc(CCCCc2ccccc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3941866,IC50,2.3,nM,O=c1[nH]nc(CCc2cccc3ccccc23)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338800,IC50,3.1,nM,O=c1[nH]nc(CCc2ccc(F)cc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3950593,IC50,2.9,nM,O=c1cc(COc2ccc(F)cc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3899415,IC50,2.3,nM,O=c1cc(COc2cccc(F)c2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338794,IC50,2.2,nM,O=c1cc(COc2ccccc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338790,IC50,2.7,nM,O=c1[nH]nc(CCc2ccc(Cl)cc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3900453,IC50,2.4,nM,O=c1cc(/C=C/c2ccccc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338797,IC50,6.0,nM,O=c1[nH]nc(CCc2cccc(F)c2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3985690,IC50,4.6,nM,Cc1cccc(CCc2cc(O)c(=O)[nH]n2)c1
D-amino-acid oxidase,CHEMBL5485,CHEMBL3925924,IC50,5.5,nM,O=c1[nH]nc(CCc2ccc(F)cc2F)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338795,IC50,4.4,nM,O=c1[nH]nc(CCc2ccccc2F)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL2338794,IC50,5.1,nM,O=c1cc(COc2ccccc2)[nH]nc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3930320,IC50,3.7,nM,O=c1[nH]nc(SCc2ccc(Cl)cc2)cc1O
D-amino-acid oxidase,CHEMBL5485,CHEMBL3905105,IC50,6.0,nM,Cc1cc(CCc2cc(O)c(=O)[nH]n2)ccc1F
Acyl-CoA desaturase,CHEMBL5555,CHEMBL522872,IC50,5.6,nM,COc1ccc(-c2nc3cnc(NCc4cccc(C(F)(F)F)c4)nc3n(CCC(N)=O)c2=O)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL521993,IC50,2.8,nM,COc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)c4)nc3n(CCC(N)=O)c2=O)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL493961,IC50,3.3,nM,COc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL494544,IC50,3.2,nM,CCc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL494748,IC50,0.05,nM,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL494359,IC50,3.1,nM,COc1ccc(-c2nc3ccc(NCc4ccc(F)c(C)c4)cc3n(CCNC(C)=O)c2=O)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL550172,IC50,3.0,nM,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL552173,IC50,0.3,nM,COc1ccc(C(=O)Nc2ncc(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL549758,IC50,2.0,nM,CCOc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL549625,IC50,0.6,nM,COCCOc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL564740,IC50,4.0,nM,CCN(CC)c1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL564507,IC50,0.04,nM,CCNc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL560271,IC50,3.0,nM,COc1ccc(/C=C/C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL550172,IC50,3.0,nM,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL561588,IC50,4.0,nM,COc1ccc(C(=O)Nc2ncc(Cc3cccc(Cl)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL562268,IC50,4.0,nM,COc1ccc(C(=O)Nc2ncc(Cc3cccc(OC(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL552126,IC50,1.0,nM,COc1ccc(C(=O)Nc2ncc(Cc3cc(Cl)cc(Cl)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL552269,IC50,2.9,nM,COc1ccc(C(=O)Nc2ncc(Cc3cc(F)cc(F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL552173,IC50,0.2,nM,COc1ccc(C(=O)Nc2ncc(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL557445,IC50,0.6,nM,COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(C(F)(F)F)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL552270,IC50,2.0,nM,COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(Cl)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL550800,IC50,1.0,nM,COc1ccc(C(=O)Nc2ncc(Cc3ccc(Cl)c(Cl)c3)s2)cc1OCCO
Acyl-CoA desaturase,CHEMBL5555,CHEMBL494748,IC50,0.05,nM,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL575817,IC50,2.7,nM,O=C(CO)NCCn1c(=O)c(C(F)(F)F)nc2ccc(NCc3cccc(C(F)(F)F)c3)cc21
Acyl-CoA desaturase,CHEMBL5555,CHEMBL572876,IC50,0.5,nM,O=C(CO)NCCN1C(=O)COc2ccc(NCc3ccc(Cl)c(Cl)c3)cc21
Acyl-CoA desaturase,CHEMBL5555,CHEMBL594289,IC50,2.7,nM,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL595253,IC50,6.0,nM,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(F)cccc4O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL595254,IC50,1.0,nM,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(Cl)cccc4O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL595255,IC50,1.0,nM,Cc1cccc2c1CCC1(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL605412,IC50,0.45,nM,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL594995,IC50,2.0,nM,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(F)ccc(F)c4O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL594071,IC50,1.0,nM,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nc(Cc5cccnc5)n[nH]4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL593108,IC50,0.06,nM,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL607314,IC50,0.69,nM,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(=O)c2ccccc2O3)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL595247,IC50,0.48,nM,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2ccccc2O3)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL594084,IC50,0.56,nM,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2CC3O)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL594289,IC50,0.068,nM,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL595254,IC50,2.0,nM,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(Cl)cccc4O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL595255,IC50,6.0,nM,Cc1cccc2c1CCC1(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL605412,IC50,3.0,nM,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL594071,IC50,4.0,nM,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nc(Cc5cccnc5)n[nH]4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL593108,IC50,0.8,nM,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL589404,IC50,6.0,nM,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccc(F)c3)nn2)CC1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL591781,IC50,5.0,nM,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccc(F)cc3)nn2)CC1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1087015,IC50,1.0,nM,OCc1nc(-c2cnc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)s2)no1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL593108,IC50,0.03,nM,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276595,IC50,0.06,nM,Clc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276623,IC50,0.1,nM,Fc1ccc(F)c2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL593108,IC50,0.03,nM,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276653,IC50,0.2,nM,Cc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276654,IC50,0.3,nM,Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276685,IC50,1.0,nM,c1cncc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)c1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276686,IC50,4.0,nM,c1ccc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)nc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276720,IC50,6.0,nM,c1ccc2c(c1)CCC1(CCN(c3ccc(-c4nnc(Cc5ccncc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276595,IC50,1.0,nM,Clc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276623,IC50,1.0,nM,Fc1ccc(F)c2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL593108,IC50,0.8,nM,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276653,IC50,0.7,nM,Cc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276654,IC50,0.7,nM,Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1276685,IC50,4.0,nM,c1cncc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)c1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1938870,IC50,5.0,nM,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL1938870,IC50,1.0,nM,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL2315102,IC50,3.0,nM,O=C(Nc1ccc(Cl)cc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127539,IC50,6.0,nM,CNC(=O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127537,IC50,4.0,nM,COc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127535,IC50,0.5,nM,OCc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127534,IC50,2.0,nM,Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127654,IC50,2.0,nM,Cc1csc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127652,IC50,6.0,nM,Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127644,IC50,6.0,nM,OCc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127543,IC50,3.0,nM,OCc1cn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3684085,IC50,4.0,nM,Cc1ccc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3127532,IC50,6.0,nM,Fc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3684115,IC50,6.0,nM,Cn1cc(-c2ccc(N3CCC(n4nc(Cl)c5ccccc54)CC3)nn2)cn1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3970644,IC50,1.0,nM,O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)no2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3895997,IC50,1.0,nM,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)s2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3914019,IC50,1.0,nM,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)s2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3942017,IC50,1.0,nM,O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(Br)cccc5O4)CC3)no2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3919514,IC50,1.0,nM,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(Br)cccc5O4)CC3)s2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3979824,IC50,1.0,nM,Cc1cccc2c1CCC1(CCN(c3ncc(-c4nnn(CC(=O)O)n4)s3)CC1)O2
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3939859,IC50,3.0,nM,O=C(O)Cn1ccn(-c2cnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)c1=O
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3892040,IC50,3.0,nM,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3976984,IC50,1.0,nM,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(cccc5C(F)(F)F)O4)CC3)s2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL3914136,IC50,1.0,nM,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(cccc5C(F)(F)F)O4)CC3)s2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4094042,IC50,2.5,nM,OCc1nnc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)s1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4066506,IC50,1.2,nM,OCc1nsc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4086275,IC50,4.7,nM,OCc1nnc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)o1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4104190,IC50,2.3,nM,OCc1noc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)n1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4287233,IC50,4.5,nM,CCCCCCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4295170,IC50,3.0,nM,CCCCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4290642,IC50,5.5,nM,CCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4285064,IC50,5.3,nM,CC(C)CCc1ccccc1NCc1ccc(C(=O)Nc2nc(CCO)cs2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4277121,IC50,3.0,nM,CCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CCO)cs2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4278602,IC50,3.2,nM,CCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CO)cs2)cc1
Acyl-CoA desaturase,CHEMBL5555,CHEMBL4283141,IC50,4.3,nM,O=C(Nc1nc(CO)cs1)c1ccc(CNc2ccccc2Cl)cc1
